"Program","Year","Period","Week Ending","State","State ANSI","Fruit","ORGANIC","Organic detail","Category","Chemical","Amount","Value","CV (%)"
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BLAD = 30006)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)",70,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)",17,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BT SUBSP KURSTAKI EVB-113-19 = 6544)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)",88,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)",81,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)",26,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)",87,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)",87,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUXAPYROXAD = 138009)",56,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(ISOFETAMID = 270000)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)",23,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MYCLOBUTANIL = 128857)",46,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PENTHIOPYRAD = 90112)",19,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)",70,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)",31,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)",69,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)",19,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(QUINOLINE = 55459)",44,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(SULFUR = 77501)",75,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)",50,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)",15,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)",70,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)",92,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TRIFLOXYSTROBIN = 129112)",87,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)",29,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(OXYFLUORFEN = 111601)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(PENDIMETHALIN = 108501)",28,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TOTAL)",29,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)",30,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ACEQUINOCYL = 6329)",46,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)",43,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(AZADIRACHTIN = 121701)",57,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BEAUVERIA BASSIANA = 128924)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)",61,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)",60,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAK ABTS-1857 = 6523)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)",7,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI SA-11 = 6519)",34,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CANOLA OIL = 11332)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",29,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CYANTRANILIPROLE = 90098)",16,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)",44,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ETOXAZOLE = 107091)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENBUTATIN-OXIDE = 104601)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENPROPATHRIN = 127901)",47,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FLONICAMID = 128016)",73,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FLUPYRADIFURONE = 122304)",37,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(HEXYTHIAZOX = 128849)",55,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)",15,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(LAMBDA-CYHALOTHRIN = 128897)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)",19,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)",66,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NEEM OIL = 25006)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NEEM OIL, CLAR. HYD. = 25007)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)",56,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PIPERONYL BUTOXIDE = 67501)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PYRETHRINS = 69001)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PYRIDABEN = 129105)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)",70,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINOSAD = 110003)",27,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)",33,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(TOTAL)",93,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(ACIBENZOLAR-S-METHYL = 61402)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CAPSICUM OLEORESIN EXTRACT = 70704)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)",59,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(DICHLOROPROPENE = 29001)",29,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(FLUTRIAFOL = 128940)",41,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(GARLIC OIL = 128827)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(HYDROGEN PEROXIDE = 595)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(IRON PHOSPHATE = 34903)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METALDEHYDE = 53001)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METAM-SODIUM = 39003)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(PEROXYACETIC ACID = 63201)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(REYNOUTRIA SACHALINE = 55809)",NA,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(TOTAL)",71,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(NITROGEN)",61,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(PHOSPHATE)",63,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(POTASH)",72,NA
"SURVEY",2023,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","BEARING",NA,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","(SULFUR)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"ACRES HARVESTED","NOT SPECIFIED",NA,14100,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(OXATHIAPIPROLIN = 128111)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(PYRIOFENONE = 28828)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","(ZOXAMIDE = 101702)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(METSULFURON-METHYL = 122010)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(PENOXSULAM = 119031)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","(S-METOLACHLOR = 108800)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(BETA-CYFLUTHRIN = 118831)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(OXAMYL = 103801)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(CUPRAMMONIUM ACETATE = 36011)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(DODECADIEN-1-OL = 129028)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(FLUENSULFONE = 50410)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(GIBBERELLIC ACID = 43801)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(OXATHIAPIPROLIN = 128111)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(PYRIOFENONE = 28828)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(ZOXAMIDE = 101702)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(METSULFURON-METHYL = 122010)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(PENOXSULAM = 119031)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(S-METOLACHLOR = 108800)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(BETA-CYFLUTHRIN = 118831)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(ETHYL (2E;4Z)-DECADIENOATE = 144022)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(OXAMYL = 103801)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(CUPRAMMONIUM ACETATE = 36011)",NA,NA
"SURVEY",2023,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(DODECADIEN-1-OL = 129028)",NA,NA
